id	poblacion	provincia	pregunta	ortografia	afi
727	Besalú	Girona	Llevar a cuestas	Portar a l'esquena	puɾˈta ɜ l ɜsˈkɛne
727	Besalú	Girona	Dar volteretas	Fer capbussons	fe kabbuˈsons
727	Besalú	Girona	Levadura	llevat	ʎɜˈβat
728	Bordils	Girona	Guisantes	pèsols	ˈpɛzuʟs
728	Bordils	Girona	Mariquita	marieta	mɜɾiˈɛtɜ
728	Bordils	Girona	Lagartija	sigantana	siɡɜnˈtanɜ
728	Bordils	Girona	Lagartija	sangrantana	sɜŋɡɾɜnˈtanɜ
728	Bordils	Girona	Lagartija	siglantana	siŋɡlɜnˈtanɜ
728	Bordils	Girona	Aguzanieves	cueta	kuˈɛtə
728	Bordils	Girona	Jabalí	porc senglar	pɔ̞ɾ sɜŋˈɡla
728	Bordils	Girona	Cadera	anca	ˈaŋkɜ
728	Bordils	Girona	Cuna	bressol	bɾɜˈsɔʟ
728	Bordils	Girona	Llevar a cuestas	Portar a l'esquena	puɾˈta l ɜsˈkɛnɜ
728	Bordils	Girona	Dar volteretas	Fer capgirells	fe kabʒiˈɾeʎs
728	Bordils	Girona	Levadura	enllevat	ɜɲʎɜˈβat
729	Anglès	Girona	Guisantes	pèsols	ˈpɛzuʟs
729	Anglès	Girona	Mariquita	marieta	mɜɾiˈɛtɛ
729	Anglès	Girona	Lagartija	sargantana	sɜɾɣɜnˈtanɜ
729	Anglès	Girona	Aguzanieves	cueta	kuˈɛtɛ
729	Anglès	Girona	Jabalí	senglar	sɜŋˈɡlæ
729	Anglès	Girona	Cadera	anca	ˈaŋkɛ
729	Anglès	Girona	Cuna	bersol	bɜɾˈsɔʟ
729	Anglès	Girona	Llevar a cuestas	Portar a l'esquena	puɾˈta l ɜsˈkɛnɜ
729	Anglès	Girona	Dar volteretas	Fer capgirells	fe kabʒiˈɾeʎs
729	Anglès	Girona	Levadura	enllevat	ɜɲʎɜˈβat
730	Mont-ras	Girona	Guisantes	pèsols	ˈpɛzuʟs
730	Mont-ras	Girona	Mariquita	marieta	mɜɾiˈɛtɜ
730	Mont-ras	Girona	Lagartija	singlantana	siŋɡlɜnˈtanɜ
730	Mont-ras	Girona	Aguzanieves	cueta	kuˈɛtɜ
730	Mont-ras	Girona	Jabalí	senglar	sɜŋˈɡla
730	Mont-ras	Girona	Cadera	anca	ˈaŋkɜ
730	Mont-ras	Girona	Cuna	bersol	bɜɾˈsɔʟ
730	Mont-ras	Girona	Llevar a cuestas	Portar a l'esquena	puɾˈta ɜ l ɜsˈkɛnɜ
730	Mont-ras	Girona	Dar volteretas	Fer capgirells	fe kabʒiˈɾeʎs
730	Mont-ras	Girona	Levadura	llevat	ʎɜˈβat
731	Blanes	Girona	Guisantes	pèsols	ˈpɛzuʟs
731	Blanes	Girona	Mariquita	senyorita de la Mare de Déu	sɜɲuˈɾitɜ ðɜ lɜ ˈmaɾɜ ðɜ ˈdew
731	Blanes	Girona	Lagartija	sagrantana	sɜɣɾɜnˈtanɜ
731	Blanes	Girona	Aguzanieves	cueta	kuˈɛtɜ
731	Blanes	Girona	Jabalí	porc senglar	pɔɾ sɜŋˈɡla
731	Blanes	Girona	Cadera	anca	ˈaŋkɛ
731	Blanes	Girona	Cuna	bersol	bɜɾˈsɔʟ
731	Blanes	Girona	Llevar a cuestas	Portar al coll	puɾˈta ɜʟ ˈkɔʎ
731	Blanes	Girona	Llevar a cuestas	Portar a l'esquena	puɾˈta ɜ l ɜsˈkɛnɛ
731	Blanes	Girona	Dar volteretas	Fer captombarelles	fe kaptumbɜˈɾeʎɜs
731	Blanes	Girona	Levadura	NA	NA
732	La Valldan	Barcelona	Guisantes	pèsols	ˈpɛzuʟs
732	La Valldan	Barcelona	Mariquita	buriol	buɾiˈɔʟ
732	La Valldan	Barcelona	Lagartija	sagrantana	sɜɣɾɜnˈtanɜ
732	La Valldan	Barcelona	Aguzanieves	pastorella	pɜs̪tuˈɾeʎe
732	La Valldan	Barcelona	Jabalí	porc singlar	pɔɾ siŋˈɡla
732	La Valldan	Barcelona	Cadera	anca	ˈaŋkɜ
732	La Valldan	Barcelona	Llevar a cuestas	Portar a l'esquena	puɾˈta ɜ l ɜsˈkɛnɜ
732	La Valldan	Barcelona	Dar volteretas	Fer capitombes	ˈfe kɜpiˈtombɜs
732	La Valldan	Barcelona	Levadura	llevat	ʎɜˈβat
732	La Valldan	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
733	Sant Bartomeu del Grau	Barcelona	Guisantes	pèsols	ˈpɛzuʟs
733	Sant Bartomeu del Grau	Barcelona	Mariquita	marieta	mɜɾiˈɛtɜ
733	Sant Bartomeu del Grau	Barcelona	Mariquita	buliol	buliˈɔʟ
733	Sant Bartomeu del Grau	Barcelona	Lagartija	sargantana	sɜɾɣɜnˈtanɜ
733	Sant Bartomeu del Grau	Barcelona	Aguzanieves	pastoreta	pɜs̪tuˈɾɛtɜ
733	Sant Bartomeu del Grau	Barcelona	Jabalí	porc senglar	pɔɾk sɜŋˈɡla
733	Sant Bartomeu del Grau	Barcelona	Cadera	anca	ˈaŋkɜ
733	Sant Bartomeu del Grau	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
733	Sant Bartomeu del Grau	Barcelona	Llevar a cuestas	Portar a l'esquena	puɾˈta l ɜsˈkɛnɜ
733	Sant Bartomeu del Grau	Barcelona	Dar volteretas	Fer capgirells	fe kapʒiˈɾeʎs
733	Sant Bartomeu del Grau	Barcelona	Levadura	llevat	ʎɜˈβat
734	Santpedor	Barcelona	Guisantes	pèsols	ˈpɛzuʟs
734	Santpedor	Barcelona	Mariquita	marieta	mɜɾiˈɛtɜ
734	Santpedor	Barcelona	Lagartija	sargantana	sɜɾɣɜnˈtanɜ
734	Santpedor	Barcelona	Aguzanieves	pastorella	pɜs̪tuˈɾeʎɛ
734	Santpedor	Barcelona	Jabalí	porc singlar	pɔɾk siŋˈɡʟa
734	Santpedor	Barcelona	Cadera	anca	ˈaŋkɛ
734	Santpedor	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
734	Santpedor	Barcelona	Llevar a cuestas	a coll	ɜ ˈkɔʎ
734	Santpedor	Barcelona	Dar volteretas	Fer tamborelles	fe tɜmbuˈɾeʎɜs
734	Santpedor	Barcelona	Levadura	llevat	ʎɜˈβat
735	Castellterçol	Barcelona	Mariquita	marieta	mɜɾiˈɛtɜ
735	Castellterçol	Barcelona	Lagartija	sagrantana	sɜɣɾɜnˈtanɜ
735	Castellterçol	Barcelona	Aguzanieves	pasqüeta	pɜskuˈɛtɜ
735	Castellterçol	Barcelona	Jabalí	porc singlar	pɔɾk siŋˈɡla
735	Castellterçol	Barcelona	Cadera	anca	ˈaŋkɜ
735	Castellterçol	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
735	Castellterçol	Barcelona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛnɜ
735	Castellterçol	Barcelona	Dar volteretas	Fer tombarelles	fe tumbɜˈɾeʎɜs
735	Castellterçol	Barcelona	Levadura	llevat	ʎəˈβat
735	Castellterçol	Barcelona	Guisantes	pèsols	ˈpɛzuʟs
736	Sant Martí de Sesgueioles	Barcelona	Guisantes	pèsols	ˈpɛzuʟs
736	Sant Martí de Sesgueioles	Barcelona	Mariquita	marieta	mɜɾiˈɛtɛ
736	Sant Martí de Sesgueioles	Barcelona	Lagartija	sargantana	sɜɾɣɜnˈtanɜ
736	Sant Martí de Sesgueioles	Barcelona	Aguzanieves	primavera	pɾimɜˈβeɾɛ
736	Sant Martí de Sesgueioles	Barcelona	Jabalí	porc singlar	pɔɾk siŋˈɡla
736	Sant Martí de Sesgueioles	Barcelona	Cadera	anca	ˈaŋkɛ
736	Sant Martí de Sesgueioles	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
736	Sant Martí de Sesgueioles	Barcelona	Llevar a cuestas	a capsarró	ɜ kapsɜˈro
736	Sant Martí de Sesgueioles	Barcelona	Dar volteretas	Fer tombarelles	fe tumbɜˈɾeʎes
736	Sant Martí de Sesgueioles	Barcelona	Levadura	llevat	ʎɜˈβat
737	Viladecavalls	Barcelona	Guisantes	pèsols	ˈpɛzuls
737	Viladecavalls	Barcelona	Mariquita	marieta	mɜɾiˈɛtɜ
737	Viladecavalls	Barcelona	Lagartija	sargantina	sɜɾɣɜnˈtinɜ
737	Viladecavalls	Barcelona	Aguzanieves	pastorella	pɜs̪tuˈɾeʎɜ
737	Viladecavalls	Barcelona	Jabalí	porc singlar	pɔɾk siŋˈɡla
737	Viladecavalls	Barcelona	Cadera	anca	ˈaŋkɜ
737	Viladecavalls	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
737	Viladecavalls	Barcelona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛnɜ
737	Viladecavalls	Barcelona	Dar volteretas	Fer tombarelles	ˈfe tumbɜˈɾeʎɜs
737	Viladecavalls	Barcelona	Levadura	llevat	ʎɜˈβat
738	Llinars del Vallès	Barcelona	Guisantes	pèsols	ˈpɛzuʟs
738	Llinars del Vallès	Barcelona	Mariquita	NA	NA
738	Llinars del Vallès	Barcelona	Lagartija	sargantana	sɜɾɣɜnˈtanɜ
738	Llinars del Vallès	Barcelona	Aguzanieves	cuscueta	kuskuˈɛtɜ
738	Llinars del Vallès	Barcelona	Jabalí	senglar	sɜŋˈɡla
738	Llinars del Vallès	Barcelona	Cadera	anca	ˈaŋkɜ
738	Llinars del Vallès	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
738	Llinars del Vallès	Barcelona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛnɜ
738	Llinars del Vallès	Barcelona	Dar volteretas	Fer capdebusses	fe kabdɜˈβusɜs
738	Llinars del Vallès	Barcelona	Dar volteretas	Fer tamborelles	fe tɜmbuˈɾeʎɜs
738	Llinars del Vallès	Barcelona	Levadura	llevat	ʎɜˈβat
739	La Granada del Penedès	Barcelona	Guisantes	pèsols	ˈpɛzuʟs
739	La Granada del Penedès	Barcelona	Mariquita	marieta	mɜɾiˈɛtɛ
739	La Granada del Penedès	Barcelona	Lagartija	sargantana	sɜɾɣɜnˈtanɛ
739	La Granada del Penedès	Barcelona	Aguzanieves	pastorella	pɜs̪tuˈɾeʎɛ
739	La Granada del Penedès	Barcelona	Jabalí	porc singlar	pɔɾ siŋˈɡʟa
739	La Granada del Penedès	Barcelona	Cadera	anca	ˈaŋkɛ
739	La Granada del Penedès	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
739	La Granada del Penedès	Barcelona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛnɛ
739	La Granada del Penedès	Barcelona	Dar volteretas	Fer tombarelles	fe tumbɜˈɾeʎɜs
739	La Granada del Penedès	Barcelona	Levadura	llevat	ʎɜˈβat
740	Cornellà de Llobregat	Barcelona	Guisantes	pèsols	ˈpɛzuʟs
740	Cornellà de Llobregat	Barcelona	Mariquita	marieta	mɜɾiˈɛtɜ
740	Cornellà de Llobregat	Barcelona	Lagartija	sagrantana	sɜɣɾɜnˈtanɜ
740	Cornellà de Llobregat	Barcelona	Aguzanieves	cuereta	kuɜˈɾɛtɜ
740	Cornellà de Llobregat	Barcelona	Jabalí	porc singlar	pɔɾk siŋˈɡla
740	Cornellà de Llobregat	Barcelona	Cadera	anca	ˈaŋkɜ
740	Cornellà de Llobregat	Barcelona	Cuna	bressol	bɾɜˈsɔʟ
740	Cornellà de Llobregat	Barcelona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛnɜ
740	Cornellà de Llobregat	Barcelona	Dar volteretas	Fer tombarelles	fe tumbɜˈɾeʎɜs
740	Cornellà de Llobregat	Barcelona	Levadura	llevat	ʎɜˈβat
741	Santa Coloma de Queralt	Tarragona	Guisantes	pèsols	ˈpɛzuʟs
741	Santa Coloma de Queralt	Tarragona	Mariquita	cuca de sant Joan	ˈkukɜ ðɜ saɲ ʒuˈan
741	Santa Coloma de Queralt	Tarragona	Lagartija	sargantana	sɜɾɣɜnˈtanɛ
741	Santa Coloma de Queralt	Tarragona	Aguzanieves	pastorilla	pɜs̪tuˈɾiʎɛ
741	Santa Coloma de Queralt	Tarragona	Jabalí	porc singlar	pɔɾ siŋˈɡla
741	Santa Coloma de Queralt	Tarragona	Cadera	anca	ˈaŋke
741	Santa Coloma de Queralt	Tarragona	Cuna	bressol	bɾɜˈsɔʟ
741	Santa Coloma de Queralt	Tarragona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛne
741	Santa Coloma de Queralt	Tarragona	Dar volteretas	Fer tombanelles	fe tumbɜˈneʎes
741	Santa Coloma de Queralt	Tarragona	Dar volteretas	Fer figueretes	fe fiɣɜˈɾɛtes
741	Santa Coloma de Queralt	Tarragona	Levadura	llevat	ʎɜˈβat
742	Vimbodí	Tarragona	Guisantes	pèsols	ˈpɛzuʟs
742	Vimbodí	Tarragona	Mariquita	cuqueta de santa Teresa	kuˈkɛtɜ ðɜ ˈsantɜ tɜˈɾɛzɑ
742	Vimbodí	Tarragona	Lagartija	sargantilla	sɜɾɣɜnˈtiʎɐ
742	Vimbodí	Tarragona	Aguzanieves	pastorella	pɜstuˈɾeʎɑ
742	Vimbodí	Tarragona	Aguzanieves	pastorelleta	pɜstuɾɜˈʎɛtɑ
742	Vimbodí	Tarragona	Jabalí	jabalí	xɜβɜˈli
742	Vimbodí	Tarragona	Cadera	anca	ˈaŋkɑ
742	Vimbodí	Tarragona	Cuna	bres	ˈbɾɛs
742	Vimbodí	Tarragona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛnɑ
742	Vimbodí	Tarragona	Dar volteretas	Fer figueretes	ˈfe fiɣɜˈɾɛtes
742	Vimbodí	Tarragona	Levadura	llevat	ʎɜˈvat
743	Ascó	Tarragona	Guisantes	pèsols	ˈpezoʟs
743	Ascó	Tarragona	Mariquita	gallineta de puó	ɡaʎiˈneta ðe puˈo
743	Ascó	Tarragona	Lagartija	renixa	ræˈniʃæ
743	Ascó	Tarragona	Aguzanieves	pastorulla	pas̪tuˈɾuʎa
743	Ascó	Tarragona	Jabalí	jabalí	xaβaˈʟi
743	Ascó	Tarragona	Cadera	anca	ˈaŋka
743	Ascó	Tarragona	Cuna	bres	ˈbɾes
743	Ascó	Tarragona	Llevar a cuestas	a coll	a ˈkɔʎ
743	Ascó	Tarragona	Dar volteretas	Fer curumbeles	fe kuɾumˈbɛʟes
743	Ascó	Tarragona	Levadura	llevat	ʎeˈβat
744	Falset	Tarragona	Guisantes	pèsols	ˈpezoʟs
744	Falset	Tarragona	Mariquita	gallineta	ɡæʎiˈnete
744	Falset	Tarragona	Lagartija	sargantina	sæɣaɾˈtinɛ
744	Falset	Tarragona	Aguzanieves	pastorella	pas̪toˈreʎɛ
744	Falset	Tarragona	Jabalí	jabalí	kæβaˈʟi
744	Falset	Tarragona	Cadera	anca	ˈaŋkɛ
744	Falset	Tarragona	Cuna	bres	ˈbɾes
744	Falset	Tarragona	Llevar a cuestas	a l'esquena	a l asˈkenɛ
744	Falset	Tarragona	Dar volteretas	Fer carambeles	fe kæɾamˈbɛʟes
744	Falset	Tarragona	Levadura	llevat	ʎeˈvat
745	Vila-seca de Solcina	Tarragona	Guisantes	pèsols	ˈpɛzuʟs
745	Vila-seca de Solcina	Tarragona	Mariquita	gallineta	ɡɜʎiˈnɛtɜ
745	Vila-seca de Solcina	Tarragona	Lagartija	sagrintana	sɜɣɾinˈtanɜ
745	Vila-seca de Solcina	Tarragona	Aguzanieves	piula	ˈpiwlɜ
745	Vila-seca de Solcina	Tarragona	Jabalí	jabalí	kɜβɜˈli
745	Vila-seca de Solcina	Tarragona	Cadera	anca	ˈaŋkɜ
745	Vila-seca de Solcina	Tarragona	Cuna	bres	ˈbɾɛs
745	Vila-seca de Solcina	Tarragona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛnɜ
745	Vila-seca de Solcina	Tarragona	Llevar a cuestas	a l'espatlla	ɜ l ɜsˈpæʎʎɜ
745	Vila-seca de Solcina	Tarragona	Dar volteretas	Fer figueretes	fe fiɣɜˈɾɛtɜs
745	Vila-seca de Solcina	Tarragona	Levadura	llevat	ʎɜˈvat
746	Roda de Berà	Tarragona	Guisantes	pèsols	ˈpɛzuʟs
746	Roda de Berà	Tarragona	Mariquita	marieta	mɜɾiˈɛtɜ
746	Roda de Berà	Tarragona	Lagartija	sagrantana	sɜɣɾɜnˈtanɜ
746	Roda de Berà	Tarragona	Aguzanieves	pastorella	pɜstuˈɾeʎə
746	Roda de Berà	Tarragona	Jabalí	porc singlar	pɔɾk siŋˈɡla
746	Roda de Berà	Tarragona	Cadera	anca	ˈaŋkɜ
746	Roda de Berà	Tarragona	Cuna	bressol	bɾɜˈsɔʟ
746	Roda de Berà	Tarragona	Llevar a cuestas	a l'esquena	ɜ l ɜsˈkɛnɜ
746	Roda de Berà	Tarragona	Dar volteretas	Fer tombarelles	fe tumbɜˈɾeʎɜs
746	Roda de Berà	Tarragona	Levadura	llevat	ʎɜˈvat
747	Bot	Tarragona	Cuna	bres	ˈbɾes
747	Bot	Tarragona	Llevar a cuestas	al coll	al ˈkɔʎ
747	Bot	Tarragona	Dar volteretas	a la tumbela	a la tumˈbɛlɛ
747	Bot	Tarragona	Levadura	lleute	ˈʎewte
747	Bot	Tarragona	Guisantes	pèsols	ˈpezoʟs
747	Bot	Tarragona	Mariquita	escarbadet	askaɾβaˈðet
747	Bot	Tarragona	Lagartija	sagrantana	saɣɾanˈtanɛ
747	Bot	Tarragona	Aguzanieves	cucullet	kukuˈʎet
747	Bot	Tarragona	Jabalí	jabalí	xaβaˈli
747	Bot	Tarragona	Cadera	anca	ˈaŋkɛ
748	La Cala de l Ametlla	Tarragona	Guisantes	pèsols	ˈpezoʟs
748	La Cala de l Ametlla	Tarragona	Mariquita	palometa de san Antonio	paloˈmetæ ðe ˈsan anˈtɔnio
748	La Cala de l Ametlla	Tarragona	Lagartija	sagrantana	saɣɾanˈtænæ
748	La Cala de l Ametlla	Tarragona	Aguzanieves	pastorella	pas̪toˈɾeʎæ
748	La Cala de l Ametlla	Tarragona	Jabalí	jabalí	kaβaˈli
748	La Cala de l Ametlla	Tarragona	Jabalí	tocino feréstic	toˈsino ˈfɾɛstik
748	La Cala de l Ametlla	Tarragona	Cadera	anca	ˈæŋkæ
748	La Cala de l Ametlla	Tarragona	Cuna	bres	ˈbɾes̺
748	La Cala de l Ametlla	Tarragona	Llevar a cuestas	a l'esquena	a l asˈkɛnæ
748	La Cala de l Ametlla	Tarragona	Dar volteretas	Fer figueretes	fe fiɣeˈɾetes
748	La Cala de l Ametlla	Tarragona	Levadura	llevat	ʎeˈvæt
749	Amposta	Tarragona	Guisantes	pèsols	ˈpezoʟs
749	Amposta	Tarragona	Mariquita	volador	bolaˈðo
749	Amposta	Tarragona	Lagartija	sagrantana	saɣɾanˈtana
749	Amposta	Tarragona	Lagartija	sagrantana	seɣɾanˈtana
749	Amposta	Tarragona	Aguzanieves	cacauet	kakaˈwet
749	Amposta	Tarragona	Aguzanieves	passorella	pasoˈɾeʎa
749	Amposta	Tarragona	Jabalí	jabalí	kaβaˈli
749	Amposta	Tarragona	Cadera	anca	ˈaŋka
749	Amposta	Tarragona	Cuna	bres	ˈbɾes
749	Amposta	Tarragona	Llevar a cuestas	al coll	al ˈkɔʎ
749	Amposta	Tarragona	Dar volteretas	Fer volantins	fe βolanˈtins
749	Amposta	Tarragona	Levadura	llevat	ʎeˈβat
750	Cinctorres	Castellón/Castelló	Guisantes	pèsols	ˈpezoʟs
750	Cinctorres	Castellón/Castelló	Mariquita	gallineta	ɡaʎiˈneta
750	Cinctorres	Castellón/Castelló	Lagartija	sargantanya	saɾɣanˈtaɲa
750	Cinctorres	Castellón/Castelló	Aguzanieves	enganyapastors	eŋɡaɲapas̪ˈtos
750	Cinctorres	Castellón/Castelló	Jabalí	jabalí	xaβaˈli
750	Cinctorres	Castellón/Castelló	Jabalí	gorrino feréstec	ɡoˈrino ˈfres̪tek
750	Cinctorres	Castellón/Castelló	Cadera	costat	kos̪ˈtat
750	Cinctorres	Castellón/Castelló	Cuna	bres	ˈbɾes
750	Cinctorres	Castellón/Castelló	Llevar a cuestas	Portar a les espales	poɾˈta a lez esˈpales
750	Cinctorres	Castellón/Castelló	Dar volteretas	Fer curambeles	fe kuɾamˈbɛ̞les
750	Cinctorres	Castellón/Castelló	Levadura	lleute	ˈʎewte
751	La Pobla de Benifassà	Castellón/Castelló	Guisantes	pèsols	ˈpezoʟs
751	La Pobla de Benifassà	Castellón/Castelló	Mariquita	gallineta	ɡaʎiˈneta
751	La Pobla de Benifassà	Castellón/Castelló	Lagartija	sargantalla	saɾɣanˈtaʎa
751	La Pobla de Benifassà	Castellón/Castelló	Aguzanieves	pastoreta	pas̪toˈɾeta
751	La Pobla de Benifassà	Castellón/Castelló	Jabalí	jabalí	xaβaˈʟi
751	La Pobla de Benifassà	Castellón/Castelló	Cadera	costat	kos̪ˈtat
751	La Pobla de Benifassà	Castellón/Castelló	Cuna	bres	ˈbɾes
751	La Pobla de Benifassà	Castellón/Castelló	Llevar a cuestas	Dur a l'esquena	ˈdu a l asˈkena
751	La Pobla de Benifassà	Castellón/Castelló	Dar volteretas	Fer cucameles	fe kukaˈmɛ̞les
751	La Pobla de Benifassà	Castellón/Castelló	Levadura	llevat	ʎeˈβat
752	Vilar de Canes	Castellón/Castelló	Guisantes	pèsols	ˈpezoʟs
752	Vilar de Canes	Castellón/Castelló	Mariquita	gallineta	ɡaʎiˈneta
752	Vilar de Canes	Castellón/Castelló	Lagartija	sargantanyot	saɾɣantaˈɲɔ̞t
752	Vilar de Canes	Castellón/Castelló	Aguzanieves	pastoreta	pas̪toˈɾeta
752	Vilar de Canes	Castellón/Castelló	Jabalí	bacó feréstec	baˈko ˈfɾes̪tek
752	Vilar de Canes	Castellón/Castelló	Cadera	costat	kos̪ˈtat
752	Vilar de Canes	Castellón/Castelló	Cuna	bres	ˈbɾes
752	Vilar de Canes	Castellón/Castelló	Llevar a cuestas	Portar al sarró	poɾˈta al saˈro
752	Vilar de Canes	Castellón/Castelló	Dar volteretas	Fer curiveles	fe kuɾiˈvɛ̞les
752	Vilar de Canes	Castellón/Castelló	Levadura	llevat	ʎeˈvat
753	Peñíscola	Castellón/Castelló	Guisantes	pèsols	ˈpezoʟs
753	Peñíscola	Castellón/Castelló	Mariquita	burriol	boriˈɔ̞ʟ
753	Peñíscola	Castellón/Castelló	Mariquita	corriol	koriˈɔ̞ʟ
753	Peñíscola	Castellón/Castelló	Lagartija	sagrantana	saɣɾanˈtana
753	Peñíscola	Castellón/Castelló	Aguzanieves	corcoet	koɾkoˈet
753	Peñíscola	Castellón/Castelló	Jabalí	jabalí	kaβaˈli
753	Peñíscola	Castellón/Castelló	Cadera	costat	kos̪ˈtat
753	Peñíscola	Castellón/Castelló	Cuna	bres	ˈbɾes
753	Peñíscola	Castellón/Castelló	Llevar a cuestas	Portar a l'esquena	poɾˈta l asˈkena
753	Peñíscola	Castellón/Castelló	Dar volteretas	Pegar voltes	peˈɣa ˈβɔ̞ʟtes
753	Peñíscola	Castellón/Castelló	Levadura	llevat	ʎeˈβat
754	Vistabella del Maestrat	Castellón/Castelló	Guisantes	pèsols	ˈpezoʟs
754	Vistabella del Maestrat	Castellón/Castelló	Mariquita	cadireta	kadiˈɾeta
754	Vistabella del Maestrat	Castellón/Castelló	Lagartija	sargantanya	saɾɣanˈtaɲa
754	Vistabella del Maestrat	Castellón/Castelló	Aguzanieves	enganyapastor	eŋɡaɲapas̪ˈtoɾ
754	Vistabella del Maestrat	Castellón/Castelló	Jabalí	porc singlar	ˈpɔ̞ɾk siŋˈɡlɑ
754	Vistabella del Maestrat	Castellón/Castelló	Cadera	costats	kos̪ˈtat͡s
754	Vistabella del Maestrat	Castellón/Castelló	Cuna	cuna	ˈkunɑ
754	Vistabella del Maestrat	Castellón/Castelló	Cuna	brens	ˈbɾens
754	Vistabella del Maestrat	Castellón/Castelló	Llevar a cuestas	Portar al coll	poɾˈta aʟ ˈkɔ̞ʎ
754	Vistabella del Maestrat	Castellón/Castelló	Dar volteretas	Fer voltes	fe ˈbɔ̞ʟtes
754	Vistabella del Maestrat	Castellón/Castelló	Levadura	llevat	ʎeˈβat
755	Castillo de Villamalefa	Castellón/Castelló	Guisantes	pésoles	ˈpesoles
755	Castillo de Villamalefa	Castellón/Castelló	Mariquita	gusanico de san Blas	ɡus̺aˈniko ðe s̺am ˈblas
755	Castillo de Villamalefa	Castellón/Castelló	Lagartija	sagrantana	s̺aɣɾanˈtana
755	Castillo de Villamalefa	Castellón/Castelló	Aguzanieves	engañapastor	eŋɡaɲapas̪ˈtoɹ
755	Castillo de Villamalefa	Castellón/Castelló	Jabalí	jabalí	xaβaˈli
755	Castillo de Villamalefa	Castellón/Castelló	Cadera	cadera	kaˈðeɹa
755	Castillo de Villamalefa	Castellón/Castelló	Cuna	cuna	ˈkuna
755	Castillo de Villamalefa	Castellón/Castelló	Llevar a cuestas	al cuello	ɑl ˈkweʎo
755	Castillo de Villamalefa	Castellón/Castelló	Llevar a cuestas	al lomo	al ˈlomo
755	Castillo de Villamalefa	Castellón/Castelló	Dar volteretas	Dar una güelta	ˈdaɹ una ɣwelta
755	Castillo de Villamalefa	Castellón/Castelló	Levadura	levadura	leβaˈðuɾa
756	Fanzara	Castellón/Castelló	Guisantes	pésoles	ˈpezoles
756	Fanzara	Castellón/Castelló	Mariquita	marieta	maɾiˈeta
756	Fanzara	Castellón/Castelló	Lagartija	sagrantana	s̺aɣɾanˈtana
756	Fanzara	Castellón/Castelló	Aguzanieves	engañapastor	eŋɡaɲapasˈto
756	Fanzara	Castellón/Castelló	Jabalí	jabalí	xaβaˈli
756	Fanzara	Castellón/Castelló	Cadera	ancas	ˈaŋkas
756	Fanzara	Castellón/Castelló	Cuna	cuna	ˈkuna
756	Fanzara	Castellón/Castelló	Llevar a cuestas	al cuello	ɑl ˈkweʎo
756	Fanzara	Castellón/Castelló	Llevar a cuestas	a lomo	a ˈlomo
756	Fanzara	Castellón/Castelló	Dar volteretas	Dar vueltas de campana	ˈda ˈβweltaz ðe kamˈpana
756	Fanzara	Castellón/Castelló	Levadura	levadura	leβaˈðuɾa
757	Alcora	Castellón/Castelló	Guisantes	pèsols	ˈpezoʟs
757	Alcora	Castellón/Castelló	Mariquita	buriolet	buɾioˈlet
757	Alcora	Castellón/Castelló	Lagartija	sangrantanya	saŋɡɾanˈtaɲa
757	Alcora	Castellón/Castelló	Aguzanieves	enganyapastor	aŋɡaɲapas̪ˈto
757	Alcora	Castellón/Castelló	Jabalí	xabalí	t͡ʃavaˈli
757	Alcora	Castellón/Castelló	Cadera	cadera	kaˈðeɾa
757	Alcora	Castellón/Castelló	Cuna	bres	ˈbɾes
757	Alcora	Castellón/Castelló	Llevar a cuestas	Dur al coll	du ɑʟ ˈkɔ̞ʎ
757	Alcora	Castellón/Castelló	Dar volteretas	Fer voltes	fe ˈbɔ̞ʟtes
757	Alcora	Castellón/Castelló	Levadura	rent	ˈrɛn
757	Alcora	Castellón/Castelló	Levadura	llevat	ʎeˈvat
758	Oropesa del Mar	Castellón/Castelló	Guisantes	pèsols	ˈpezoʟs
758	Oropesa del Mar	Castellón/Castelló	Lagartija	sangrantana	saŋɡɾanˈtana
758	Oropesa del Mar	Castellón/Castelló	Aguzanieves	pastorilla	pas̪toˈɾiʎa
758	Oropesa del Mar	Castellón/Castelló	Jabalí	cerdo jabalí	ˈsɛɾðo xavaˈli
758	Oropesa del Mar	Castellón/Castelló	Cadera	anca	ˈaŋka
758	Oropesa del Mar	Castellón/Castelló	Cuna	bres	ˈbɾes
